id,clues,almacen_id,mes,anio,presupuesto_id,proveedor_id,causes_autorizado,causes_modificado,causes_comprometido,causes_devengado,causes_disponible,insumos_autorizado,insumos_modificado,insumos_comprometido,insumos_devengado,insumos_disponible,no_causes_autorizado,no_causes_modificado,no_causes_comprometido,no_causes_devengado,no_causes_disponible,material_curacion_autorizado,material_curacion_modificado,material_curacion_comprometido,material_curacion_devengado,material_curacion_disponible,validation,created_at,updated_at,deleted_at
998,CSSSA007086,0001166,10,2017,1,3,0.00,20000.00,20570.49,0.00,-570.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15000.00,14428.92,0.00,571.08,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
999,CSSSA007091,0001167,10,2017,1,3,0.00,10000.00,19301.84,0.00,-9301.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10000.00,697.79,0.00,9302.21,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1000,CSSSA007173,0001168,10,2017,1,3,0.00,10000.00,17897.04,0.00,-7897.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10000.00,2102.50,0.00,7897.50,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1001,CSSSA000465,0001169,10,2017,1,3,0.00,20000.00,31081.30,0.00,-11081.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15000.00,3903.95,0.00,11096.05,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1002,CSSSA005020,0001170,10,2017,1,3,0.00,20000.00,19396.54,0.00,603.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15000.00,15601.08,0.00,-601.08,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1003,CSSSA003842,0001171,10,2017,1,3,0.00,50000.00,61777.47,0.00,-11777.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30000.00,18151.26,0.00,11848.74,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1004,CSSSA019674,0001172,10,2017,1,3,0.00,30000.00,23596.61,0.00,6403.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30000.00,6615.90,0.00,23384.10,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1005,CSSSA001841,0001173,10,2017,1,3,0.00,30000.00,0.00,0.00,30000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30000.00,0.00,0.00,30000.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1006,CSSSA008870,0001174,10,2017,1,3,0.00,30000.00,40623.41,0.00,-10623.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30000.00,1243.00,0.00,28757.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1007,CSSSA000045,000148,10,2017,1,1,0.00,207917.33,199504.40,0.00,8412.93,0.00,0.00,0.00,0.00,0.00,0.00,162365.56,614.80,0.00,161750.76,0.00,165962.49,138418.57,0.00,27543.92,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1008,CSSSA000412,000149,10,2017,1,1,0.00,57096.70,92889.95,0.00,-35793.25,0.00,0.00,0.00,0.00,0.00,0.00,37090.30,37083.04,0.00,7.26,0.00,55915.88,20104.98,0.00,35810.90,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1009,CSSSA000453,000150,10,2017,1,3,0.00,436085.02,320766.58,0.00,115318.44,0.00,0.00,0.00,0.00,0.00,0.00,374716.71,208233.03,0.00,166483.68,0.00,402307.64,382708.90,0.00,19598.74,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1010,CSSSAHIBERR,000151,10,2017,1,1,0.00,29092.52,17617.05,0.00,11475.47,0.00,0.00,0.00,0.00,0.00,0.00,18455.01,18410.66,0.00,44.35,0.00,27939.40,39411.85,0.00,-11472.45,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1011,CSSSA000832,000152,10,2017,1,1,0.00,529876.25,221972.02,0.00,307904.23,0.00,0.00,0.00,0.00,0.00,0.00,322860.89,198131.50,0.00,124729.39,0.00,425040.30,347460.31,0.00,77579.99,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1012,CSSSA001030,000153,10,2017,1,2,0.00,821599.09,786492.60,0.00,35106.49,0.00,0.00,0.00,0.00,0.00,0.00,537382.56,537380.42,0.00,2.14,0.00,800461.87,835565.14,0.00,-35103.27,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1013,CSSSAHICCOR,000154,10,2017,1,1,0.00,29092.52,0.00,0.00,29092.52,0.00,0.00,0.00,0.00,0.00,0.00,18455.01,0.00,0.00,18455.01,0.00,27939.40,0.00,0.00,27939.40,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1014,CSSSA002611,000155,10,2017,1,3,0.00,145885.56,167230.73,0.00,-21345.17,0.00,0.00,0.00,0.00,0.00,0.00,99422.30,99408.27,0.00,14.03,0.00,158117.65,136770.08,0.00,21347.57,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1015,CSSSA003265,000156,10,2017,1,2,0.00,257156.56,195603.34,0.00,61553.22,0.00,0.00,0.00,0.00,0.00,0.00,184272.38,84131.08,0.00,100141.30,0.00,251460.13,312989.94,0.00,-61529.81,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1016,CSSSA019476,000157,10,2017,1,3,0.00,29092.52,0.00,0.00,29092.52,0.00,0.00,0.00,0.00,0.00,0.00,18455.01,0.00,0.00,18455.01,0.00,27939.40,0.00,0.00,27939.40,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1017,CSSSA004595,000158,10,2017,1,3,0.00,243392.58,32682.36,0.00,210710.22,0.00,0.00,0.00,0.00,0.00,0.00,192404.09,192177.12,0.00,226.97,0.00,66503.77,277190.83,0.00,-210687.06,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1018,CSSSA004945,000159,10,2017,1,3,0.00,303440.38,0.00,0.00,303440.38,0.00,0.00,0.00,0.00,0.00,0.00,140743.88,0.00,0.00,140743.88,0.00,167550.74,0.00,0.00,167550.74,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1019,CSSSAHIROSA,000160,10,2017,1,3,0.00,29092.52,0.00,0.00,29092.52,0.00,0.00,0.00,0.00,0.00,0.00,18455.01,0.00,0.00,18455.01,0.00,27939.40,0.00,0.00,27939.40,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1020,CSSSA005773,000161,10,2017,1,3,0.00,672137.03,86995.29,0.00,585141.74,0.00,0.00,0.00,0.00,0.00,0.00,418044.68,207313.94,0.00,210730.74,0.00,418812.78,1003767.99,0.00,-584955.21,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1021,CSSSA006403,000162,10,2017,1,3,0.00,735564.34,194823.16,0.00,540741.18,0.00,0.00,0.00,0.00,0.00,0.00,488050.26,327340.25,0.00,160710.01,0.00,344437.87,885030.58,0.00,-540592.71,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1022,CSSSA006934,000163,10,2017,1,3,0.00,55282.22,52097.19,0.00,3185.03,0.00,0.00,0.00,0.00,0.00,0.00,55707.35,24107.76,0.00,31599.59,0.00,51052.22,54148.16,0.00,-3095.94,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1023,CSSSA007074,000164,10,2017,1,3,0.00,199562.22,152376.32,0.00,47185.90,0.00,0.00,0.00,0.00,0.00,0.00,126659.63,85638.80,0.00,41020.83,0.00,141249.27,188430.26,0.00,-47180.99,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1024,CSSSA007540,000165,10,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55","2017-07-04 10:39:42"
1025,CSSSA008264,000166,10,2017,1,3,0.00,195818.14,249173.66,0.00,-53355.52,0.00,0.00,0.00,0.00,0.00,0.00,152599.12,143614.77,0.00,8984.35,0.00,190617.49,137224.76,0.00,53392.73,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1026,CSSSA009162,000167,10,2017,1,1,0.00,144761.98,291213.45,0.00,-146451.47,0.00,0.00,0.00,0.00,0.00,0.00,100663.66,100476.74,0.00,186.92,0.00,152396.73,5929.50,0.00,146467.23,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1027,CSSSA017504,000168,10,2017,1,2,0.00,72523.34,26933.36,0.00,45589.98,0.00,0.00,0.00,0.00,0.00,0.00,50424.72,8808.20,0.00,41616.52,0.00,60930.10,49051.41,0.00,11878.69,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1028,CSSSA017516,000169,10,2017,1,1,0.00,105041.55,122761.32,0.00,-17719.77,0.00,0.00,0.00,0.00,0.00,0.00,71481.87,494.40,0.00,70987.47,0.00,94948.54,0.00,0.00,94948.54,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1029,CSSSA017521,000170,10,2017,1,3,0.00,32099.47,0.00,0.00,32099.47,0.00,0.00,0.00,0.00,0.00,0.00,35973.89,0.00,0.00,35973.89,0.00,46025.19,0.00,0.00,46025.19,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1030,CSSSA017726,000171,10,2017,1,3,0.00,39889.38,41129.92,0.00,-1240.54,0.00,0.00,0.00,0.00,0.00,0.00,29436.51,8251.80,0.00,21184.71,0.00,37058.40,35759.45,0.00,1298.95,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1031,CSSSA017731,000172,10,2017,1,3,0.00,63961.87,0.00,0.00,63961.87,0.00,0.00,0.00,0.00,0.00,0.00,43041.20,0.00,0.00,43041.20,0.00,61428.41,0.00,0.00,61428.41,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1032,CSSSA018740,000173,10,2017,1,3,0.00,159688.24,56935.40,0.00,102752.84,0.00,0.00,0.00,0.00,0.00,0.00,106335.64,30091.90,0.00,76243.74,0.00,149034.95,250792.99,0.00,-101758.04,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1033,CSSSA018752,000174,10,2017,1,3,0.00,49886.52,21450.37,0.00,28436.15,0.00,0.00,0.00,0.00,0.00,0.00,33512.57,32584.79,0.00,927.78,0.00,45527.66,73959.27,0.00,-28431.61,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1034,CSSSA018764,000175,10,2017,1,3,0.00,323597.52,506743.06,0.00,-183145.54,0.00,0.00,0.00,0.00,0.00,0.00,246080.11,245993.34,0.00,86.77,0.00,321052.53,137904.37,0.00,183148.16,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1035,CSSSA018776,000176,10,2017,1,2,0.00,934735.35,0.00,0.00,934735.35,0.00,0.00,0.00,0.00,0.00,0.00,728609.09,36650.00,0.00,691959.09,0.00,372738.14,756862.45,0.00,-384124.31,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1036,CSSSA018781,000177,10,2017,1,2,0.00,212705.55,85968.57,0.00,126736.98,0.00,0.00,0.00,0.00,0.00,0.00,134142.41,28905.90,0.00,105236.51,0.00,162579.40,273692.82,0.00,-111113.42,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1037,CSSSA018793,000178,10,2017,1,3,0.00,22280.97,42984.19,0.00,-20703.22,0.00,0.00,0.00,0.00,0.00,0.00,17897.40,2305.20,0.00,15592.20,0.00,24486.51,0.00,0.00,24486.51,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1038,CSSSA018875,000179,10,2017,1,1,0.00,260536.94,285907.14,0.00,-25370.20,0.00,0.00,0.00,0.00,0.00,0.00,179680.42,179593.00,0.00,87.42,0.00,123656.83,98285.42,0.00,25371.41,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1039,CSSSA019242,000180,10,2017,1,3,0.00,30506.67,47246.09,0.00,-16739.42,0.00,0.00,0.00,0.00,0.00,0.00,30563.09,12007.45,0.00,18555.64,0.00,37654.87,0.00,0.00,37654.87,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1040,CSSSA019481,000181,10,2017,1,3,0.00,235874.21,59906.77,0.00,175967.44,0.00,0.00,0.00,0.00,0.00,0.00,209500.42,170030.15,0.00,39470.27,0.00,278832.85,450101.81,0.00,-171268.96,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1041,CSSSA019645,000182,10,2017,1,3,0.00,171699.40,165294.34,0.00,6405.06,0.00,0.00,0.00,0.00,0.00,0.00,118083.95,118071.30,0.00,12.65,0.00,161733.11,168136.71,0.00,-6403.60,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1042,CSSSA019954,000183,10,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55","2017-07-24 07:00:37"
1043,CSSSAHGREFO,000184,10,2017,1,3,0.00,201539.62,133152.20,0.00,68387.42,0.00,0.00,0.00,0.00,0.00,0.00,162529.21,44822.15,0.00,117707.06,0.00,231753.83,153187.65,0.00,78566.18,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1044,CSSSA018735,000185,10,2017,1,1,0.00,13875.10,13878.35,0.00,-3.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,407.44,0.00,0.00,407.44,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1045,CSSSA018711,000186,10,2017,1,1,0.00,35286.47,81936.55,0.00,-46650.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51528.84,0.00,0.00,51528.84,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1046,CSSSA007634,000187,10,2017,1,1,0.00,39475.04,129854.85,0.00,-90379.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91545.34,0.00,0.00,91545.34,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1047,CSSSA000844,000188,10,2017,1,1,0.00,43454.50,66241.30,0.00,-22786.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51585.12,17962.38,0.00,33622.74,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1048,CSSSA007646,000189,10,2017,1,1,0.00,9611.62,12626.90,0.00,-3015.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20250.65,9359.27,0.00,10891.38,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1049,CSSSA002932,000190,10,2017,1,1,0.00,39020.48,43146.35,0.00,-4125.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9801.26,0.00,0.00,9801.26,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1050,CSSSA007622,000191,10,2017,1,1,0.00,5738.94,41730.80,0.00,-35991.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40162.81,4167.29,0.00,35995.52,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1051,CSSSA006765,000192,10,2017,1,1,0.00,15902.15,65511.26,0.00,-49609.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59608.60,9977.01,0.00,49631.59,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1052,CSSSA007605,000193,10,2017,1,1,0.00,8320.25,61677.97,0.00,-53357.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60726.29,7292.64,0.00,53433.65,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1053,CSSSA006345,000194,10,2017,1,1,0.00,4141.03,42527.16,0.00,-38386.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40753.06,2366.88,0.00,38386.18,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1054,CSSSA007610,000195,10,2017,1,1,0.00,38564.02,66572.76,0.00,-28008.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39473.78,11427.03,0.00,28046.75,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1055,CSSSA007581,000196,10,2017,1,1,0.00,8513.64,52934.97,0.00,-44421.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61420.00,8330.47,0.00,53089.53,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1056,CSSSA007651,000197,10,2017,1,1,0.00,24173.90,22115.97,0.00,2057.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17780.86,1119.35,0.00,16661.51,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1057,CSSSA005843,000198,10,2017,1,1,0.00,5036.70,59381.94,0.00,-54345.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65571.06,11224.96,0.00,54346.10,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1058,CSSSA001322,000199,10,2017,1,1,0.00,70813.81,51837.96,0.00,18975.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28972.61,47945.35,0.00,-18972.74,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1059,CSSSA004291,0001100,11,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1060,CSSSA001626,0001101,11,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1061,CSSSA006695,0001102,11,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1062,CSSSA007593,0001103,11,2017,1,1,0.00,34102.99,0.00,0.00,34102.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,712.99,0.00,0.00,712.99,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1063,CSSSA007576,0001104,11,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1064,CSSSA009121,0001105,11,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1065,CSSSA000651,0001106,11,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1066,CSSSA007844,0001107,11,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1067,CSSSA000050,0001108,11,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1068,CSSSA002862,0001109,11,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1069,CSSSA007260,0001110,11,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1070,CSSSACESOCO,0001111,11,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1071,CSSSA008124,0001112,11,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1072,CSSSA007931,0001113,11,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1073,CSSSA001182,0001114,11,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1074,CSSSA001281,0001115,11,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1075,CSSSA007960,0001116,11,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1076,CSSSA008165,0001117,11,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1077,CSSSA001042,0001118,11,2017,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1078,CSSSA018414,0001119,11,2017,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1079,CSSSA018962,0001120,11,2017,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1080,CSSSA007284,0001121,11,2017,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1081,CSSSA002314,0001122,11,2017,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1082,CSSSA006263,0001123,11,2017,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1083,CSSSA020181,0001124,11,2017,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1084,CSSSA001725,0001125,11,2017,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1085,CSSSA017702,0001126,11,2017,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1086,CSSSA003270,0001127,11,2017,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1087,CSSSA005901,0001128,11,2017,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1088,CSSSA003726,0001129,11,2017,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1089,CSSSA018583,0001130,11,2017,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1090,CSSSA006876,0001131,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1091,CSSSA012994,0001132,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1092,CSSSA005785,0001133,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
