id,clues,almacen_id,mes,anio,presupuesto_id,proveedor_id,causes_autorizado,causes_modificado,causes_comprometido,causes_devengado,causes_disponible,insumos_autorizado,insumos_modificado,insumos_comprometido,insumos_devengado,insumos_disponible,no_causes_autorizado,no_causes_modificado,no_causes_comprometido,no_causes_devengado,no_causes_disponible,material_curacion_autorizado,material_curacion_modificado,material_curacion_comprometido,material_curacion_devengado,material_curacion_disponible,validation,created_at,updated_at,deleted_at
91,CSSSA017341,000122,5,2017,1,3,833825.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1586258.62,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
92,CSSSA017370,000125,5,2017,1,3,484676.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,922041.11,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
93,CSSSA017382,000126,5,2017,1,3,466085.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,886674.29,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
94,CSSSA017411,000129,5,2017,1,3,452968.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,861720.58,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
95,CSSSA007540,000118,6,2017,1,1,642827.16,405181.15,0.00,405181.15,0.00,0.00,0.00,0.00,0.00,0.00,407781.04,297701.16,0.00,297701.16,0.00,617347.84,903526.22,0.00,903526.22,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
96,CSSSA019954,000145,6,2017,1,1,1469319.22,1300468.86,0.00,1300468.86,0.00,0.00,0.00,0.00,0.00,0.00,932070.95,407603.23,0.00,407603.23,0.00,1411080.77,848187.56,0.00,848187.56,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
97,CSSSA000832,00015,6,2017,1,1,245794.47,22717.90,0.00,22717.90,0.00,0.00,0.00,0.00,0.00,0.00,155921.11,12400.00,0.00,12400.00,0.00,236052.07,91158.15,0.00,91158.15,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
98,CSSSA000045,00011,6,2017,1,1,183664.90,15035.59,0.00,45041.85,-30006.26,0.00,0.00,0.00,0.00,0.00,116508.87,0.01,0.00,0.00,0.01,176385.10,44825.40,0.00,14819.12,30006.28,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
99,CSSSAHICCOR,00017,6,2017,1,1,20203.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12815.98,0.00,0.00,0.00,0.00,19402.36,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
100,CSSSA009162,000120,6,2017,1,1,110198.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69905.32,0.00,0.00,0.00,0.00,105831.06,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
101,CSSSAHIBERR,00014,6,2017,1,1,20203.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12815.98,0.00,0.00,0.00,0.00,19402.36,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
102,CSSSA018875,000141,6,2017,1,1,257130.86,133075.60,-6414.95,139490.55,0.00,0.00,0.00,0.00,0.00,0.00,163112.42,37758.44,0.00,37758.44,0.00,246939.13,167313.59,0.00,167313.59,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
103,CSSSA017516,000131,6,2017,1,1,91832.45,90595.41,57439.72,33155.69,0.00,0.00,0.00,0.00,0.00,0.00,58254.43,45922.65,40605.95,5316.70,0.00,88192.55,87890.16,14707.77,73182.39,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
104,CSSSA000412,00012,6,2017,1,1,64282.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40778.10,0.00,0.00,0.00,0.00,61734.78,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
105,CSSSA017336,000121,6,2017,1,1,1068002.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2031752.42,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
106,CSSSA017365,000124,6,2017,1,1,314182.86,225290.90,0.00,225290.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,597697.15,344614.97,0.00,344614.97,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
107,CSSSA018776,000138,6,2017,1,2,826492.06,233158.04,0.00,233158.04,0.00,0.00,0.00,0.00,0.00,0.00,524289.91,89612.40,0.00,89612.40,0.00,793732.93,873045.78,0.00,873045.78,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
108,CSSSA001030,00016,6,2017,1,2,734659.61,428884.91,81189.13,347695.78,0.00,0.00,0.00,0.00,0.00,0.00,466035.47,234323.82,955.84,233367.98,0.00,705540.38,364122.53,0.00,364122.53,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
109,CSSSA018781,000139,6,2017,1,2,155900.81,22526.88,0.00,22526.88,0.00,0.00,0.00,0.00,0.00,0.00,98896.56,22820.00,0.00,22820.00,0.00,149721.47,70647.43,0.00,70647.43,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
110,CSSSA003265,00019,6,2017,1,2,243302.60,66968.37,0.00,66968.37,0.00,0.00,0.00,0.00,0.00,0.00,154340.38,57270.63,0.00,57270.63,0.00,233658.97,132043.07,0.00,132043.07,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
111,CSSSA017504,000130,6,2017,1,2,64282.72,28596.05,0.00,28596.05,0.00,0.00,0.00,0.00,0.00,0.00,40778.10,5134.78,0.00,5134.78,0.00,61734.78,12594.38,0.00,12594.38,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
112,CSSSA006403,000115,6,2017,1,3,734659.61,447685.80,0.00,447685.80,0.00,0.00,0.00,0.00,0.00,0.00,466035.47,193657.90,0.00,193657.90,0.00,705540.38,532358.36,0.00,532358.36,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
113,CSSSA002611,00018,6,2017,1,3,183664.90,96082.69,0.00,96082.69,0.00,0.00,0.00,0.00,0.00,0.00,116508.87,85572.44,0.00,85572.44,0.00,176385.10,137358.09,0.00,137358.09,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
114,CSSSA007074,000117,6,2017,1,3,183664.90,112396.40,0.00,112396.40,0.00,0.00,0.00,0.00,0.00,0.00,116508.87,89968.48,0.00,89968.48,0.00,176385.10,155112.53,0.00,155112.53,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
115,CSSSA018740,000135,6,2017,1,3,128565.43,24931.75,0.00,24931.75,0.00,0.00,0.00,0.00,0.00,0.00,81556.21,16955.50,0.00,16955.50,0.00,123469.57,29526.87,0.00,29526.87,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
116,CSSSA000453,00013,6,2017,1,3,309204.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,196145.49,0.00,0.00,0.00,0.00,296948.57,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
117,CSSSA017353,000123,6,2017,1,2,642265.59,642263.85,212893.46,429370.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1221837.24,1209551.53,772322.29,437229.24,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
118,CSSSA017394,000127,6,2017,1,3,671987.07,555366.93,0.00,555366.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1278378.98,872731.80,0.00,872731.80,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
119,CSSSA017406,000128,6,2017,1,3,170430.11,322130.38,29569.35,292561.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,324223.90,123047.57,-0.01,123047.58,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
120,JURISMOTO10,000147,6,2017,1,2,260245.15,182981.15,0.00,182981.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,495086.80,108179.67,0.00,108179.67,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
121,CSSSA005773,000114,6,2017,1,3,550994.71,184248.83,0.00,184248.83,0.00,0.00,0.00,0.00,0.00,0.00,349526.60,126363.74,0.00,126363.74,0.00,529155.29,312311.60,0.00,312311.60,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
122,CSSSA018764,000137,6,2017,1,3,459162.26,372670.27,0.00,372670.27,0.00,0.00,0.00,0.00,0.00,0.00,291272.17,210014.03,0.00,210014.03,0.00,440962.74,409954.18,0.00,409954.18,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
123,CSSSA019481,000143,6,2017,1,3,260536.59,258786.70,45692.08,213094.62,0.00,0.00,0.00,0.00,0.00,0.00,165272.85,142867.10,4370.80,138496.30,0.00,250209.87,225421.56,45814.66,179606.90,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
124,CSSSA018752,000136,6,2017,1,3,55099.47,55098.76,1092.47,54006.29,0.00,0.00,0.00,0.00,0.00,0.00,34952.66,34521.04,3228.20,31292.84,0.00,52915.53,52708.03,8459.72,44248.31,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
125,CSSSA017726,000133,6,2017,1,3,42092.46,24925.75,0.00,24925.75,0.00,0.00,0.00,0.00,0.00,0.00,26701.59,20936.80,0.00,20936.80,0.00,40424.07,38291.96,0.00,38291.96,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
126,CSSSA018793,000140,6,2017,1,3,25822.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16380.82,0.00,0.00,0.00,0.00,24799.25,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
127,CSSSA019476,000110,6,2017,1,3,20203.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12815.98,0.00,0.00,0.00,0.00,19402.36,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
128,CSSSAHIROSA,000113,6,2017,1,3,20203.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12815.98,0.00,0.00,0.00,0.00,19402.36,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
129,CSSSA019645,000144,6,2017,1,3,178140.54,178601.53,178601.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,113004.46,109061.80,109061.80,0.00,0.00,171079.70,168930.68,168930.68,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
130,CSSSA004945,000112,6,2017,1,3,183664.90,83962.91,0.00,83962.91,0.00,0.00,0.00,0.00,0.00,0.00,116508.87,66864.90,0.00,66864.90,0.00,176385.10,94524.37,0.00,94524.37,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
131,CSSSAHGREFO,000146,6,2017,1,3,183664.90,71732.60,0.00,71732.60,0.00,0.00,0.00,0.00,0.00,0.00,116508.87,20526.81,0.00,20526.81,0.00,176385.10,103506.94,0.00,103506.94,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
132,CSSSA019242,000142,6,2017,1,3,35855.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22745.21,7652.81,4142.76,3510.05,0.00,34434.42,34794.75,21121.24,13673.51,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
133,CSSSA017521,000132,6,2017,1,3,35855.61,30759.39,0.00,30759.39,0.00,0.00,0.00,0.00,0.00,0.00,22745.21,8644.30,0.00,8644.30,0.00,34434.42,23253.01,0.00,23253.01,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
134,CSSSA004595,000111,4,2017,1,3,275497.35,251199.08,0.00,251199.08,0.00,0.00,0.00,0.00,0.00,0.00,174763.30,0.00,0.00,0.00,0.00,264577.64,1144476.97,0.00,1144476.97,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
135,CSSSA008264,000119,6,2017,1,3,184900.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,117292.90,0.00,0.00,0.00,0.00,177572.05,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
136,CSSSA006934,000116,6,2017,1,3,64282.72,51536.02,4343.84,47192.18,0.00,0.00,0.00,0.00,0.00,0.00,40778.10,18313.72,12760.25,5553.47,0.00,61734.78,61732.06,11115.31,50616.75,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
137,CSSSA017731,000134,6,2017,1,3,64282.72,39618.34,0.00,39618.34,0.00,0.00,0.00,0.00,0.00,0.00,40778.10,7886.64,0.00,7886.64,0.00,61734.78,48160.88,0.00,48160.88,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
138,CSSSA017341,000122,6,2017,1,3,833825.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1586258.62,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
139,CSSSA017370,000125,6,2017,1,3,484676.07,408682.23,0.00,408682.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,922041.11,413410.88,0.00,413410.88,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
140,CSSSA017382,000126,6,2017,1,3,466085.31,396165.54,78641.90,317523.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82.40,824.00,-906.40,886674.29,192357.58,46330.25,146027.33,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
141,CSSSA017411,000129,6,2017,1,3,452968.25,472947.78,81515.19,391432.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,861720.58,132129.70,20937.71,111191.99,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
142,CSSSA007540,000118,7,2017,1,1,642827.16,328417.76,0.00,328417.76,0.00,0.00,0.00,0.00,0.00,0.00,407781.04,284231.28,0.00,284231.28,0.00,617347.84,826181.84,0.00,826181.84,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
143,CSSSA019954,000145,7,2017,1,1,1469319.22,1495125.23,0.00,1495125.23,0.00,0.00,0.00,0.00,0.00,0.00,932070.95,514795.26,0.00,514795.26,0.00,1411080.77,1746625.02,0.00,1746625.02,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
144,CSSSA000832,00015,7,2017,1,1,245794.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,155921.11,0.00,0.00,0.00,0.00,236052.07,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
145,CSSSA000045,00011,7,2017,1,1,183664.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,116508.87,0.00,0.00,0.00,0.00,176385.10,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
146,CSSSAHICCOR,00017,7,2017,1,1,20203.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12815.98,0.00,0.00,0.00,0.00,19402.36,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
147,CSSSA009162,000120,7,2017,1,1,110198.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69905.32,0.00,0.00,0.00,0.00,105831.06,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
148,CSSSAHIBERR,00014,7,2017,1,1,20203.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12815.98,0.00,0.00,0.00,0.00,19402.36,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
149,CSSSA018875,000141,7,2017,1,1,257130.86,43618.77,0.00,43618.77,0.00,0.00,0.00,0.00,0.00,0.00,163112.42,30774.30,0.00,30774.30,0.00,246939.13,73813.72,0.00,73813.72,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
150,CSSSA017516,000131,7,2017,1,1,91832.45,18260.05,18260.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58254.43,4723.00,4723.00,0.00,0.00,88192.55,16735.77,16735.77,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
151,CSSSA000412,00012,7,2017,1,1,64282.72,12855.90,6498.25,6357.65,0.00,0.00,0.00,0.00,0.00,0.00,40778.10,7864.98,4420.28,3444.70,0.00,61734.78,12340.79,1316.05,11024.74,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
152,CSSSA017336,000121,7,2017,1,1,1068002.04,258261.99,0.00,258261.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2031752.42,540093.54,0.00,540093.54,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
153,CSSSA017365,000124,7,2017,1,1,314182.86,69045.67,0.00,69045.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,597697.15,179941.89,0.00,179941.89,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
154,CSSSA018776,000138,7,2017,1,2,826492.06,6160.00,0.00,6160.00,0.00,0.00,0.00,0.00,0.00,0.00,524289.91,92374.00,0.00,92374.00,0.00,793732.93,113141.24,0.00,113141.24,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
155,CSSSA001030,00016,7,2017,1,2,734659.61,48694.29,0.00,48694.29,0.00,0.00,0.00,0.00,0.00,0.00,466035.47,47450.44,0.00,47450.44,0.00,705540.38,44455.61,0.00,44455.61,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
156,CSSSA018781,000139,7,2017,1,2,155900.81,5385.30,0.00,5385.30,0.00,0.00,0.00,0.00,0.00,0.00,98896.56,0.00,0.00,0.00,0.00,149721.47,20605.46,0.00,20605.46,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
157,CSSSA003265,00019,7,2017,1,2,243302.60,28399.73,0.00,28399.73,0.00,0.00,0.00,0.00,0.00,0.00,154340.38,26089.25,0.00,26089.25,0.00,233658.97,22566.26,0.00,22566.26,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
158,CSSSA017504,000130,7,2017,1,2,64282.72,849.11,0.00,849.11,0.00,0.00,0.00,0.00,0.00,0.00,40778.10,5997.30,0.00,5997.30,0.00,61734.78,36311.94,0.00,36311.94,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
159,CSSSA006403,000115,7,2017,1,3,734659.61,62006.84,0.00,62006.84,0.00,0.00,0.00,0.00,0.00,0.00,466035.47,89348.30,0.00,89348.30,0.00,705540.38,101510.17,0.00,101510.17,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
160,CSSSA002611,00018,7,2017,1,3,183664.90,30989.98,0.00,30989.98,0.00,0.00,0.00,0.00,0.00,0.00,116508.87,20946.89,0.00,20946.89,0.00,176385.10,28185.16,0.00,28185.16,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
161,CSSSA007074,000117,7,2017,1,3,183664.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,116508.87,0.00,0.00,0.00,0.00,176385.10,19003.54,0.00,19003.54,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
162,CSSSA018740,000135,7,2017,1,3,128565.43,13993.99,0.00,13993.99,0.00,0.00,0.00,0.00,0.00,0.00,81556.21,12656.96,0.00,12656.96,0.00,123469.57,11714.82,0.00,11714.82,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
163,CSSSA000453,00013,7,2017,1,3,309204.30,19092.69,0.00,19092.69,0.00,0.00,0.00,0.00,0.00,0.00,196145.49,11188.06,0.00,11188.06,0.00,296948.57,41601.57,0.00,41601.57,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
164,CSSSA017353,000123,7,2017,1,2,642265.59,666919.65,360642.35,306277.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1221837.24,1210009.33,845329.88,364679.45,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
165,CSSSA017394,000127,7,2017,1,3,671987.07,419674.72,0.00,419674.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1278378.98,418131.66,0.00,418131.66,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
166,CSSSA017406,000128,7,2017,1,3,170430.11,67564.18,0.00,67564.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,324223.90,21208.05,0.01,21208.04,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
167,JURISMOTO10,000147,7,2017,1,2,260245.15,119998.73,0.00,119998.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,495086.80,42543.34,0.00,42543.34,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
168,CSSSA005773,000114,7,2017,1,3,550994.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,349526.60,0.00,0.00,0.00,0.00,529155.29,196926.58,0.00,196926.58,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
169,CSSSA018764,000137,7,2017,1,3,459162.26,88510.80,0.00,88510.80,0.00,0.00,0.00,0.00,0.00,0.00,291272.17,9413.14,0.00,9413.14,0.00,440962.74,88186.16,0.00,88186.16,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
170,CSSSA019481,000143,7,2017,1,3,260536.59,65185.69,38736.32,26449.37,0.00,0.00,0.00,0.00,0.00,0.00,165272.85,33045.90,16133.20,16912.70,0.00,250209.87,50666.27,32088.15,18578.12,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
171,CSSSA018752,000136,7,2017,1,3,55099.47,11018.55,1576.94,9441.61,0.00,0.00,0.00,0.00,0.00,0.00,34952.66,6988.63,5798.23,1190.40,0.00,52915.53,10578.27,4872.87,5705.40,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
172,CSSSA017726,000133,7,2017,1,3,42092.46,6375.17,0.00,6375.17,0.00,0.00,0.00,0.00,0.00,0.00,26701.59,2232.94,0.00,2232.94,0.00,40424.07,6962.55,0.00,6962.55,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
173,CSSSA018793,000140,7,2017,1,3,25822.77,2676.00,0.00,2676.00,0.00,0.00,0.00,0.00,0.00,0.00,16380.82,0.00,0.00,0.00,0.00,24799.25,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
174,CSSSA019476,000110,7,2017,1,3,20203.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12815.98,0.00,0.00,0.00,0.00,19402.36,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
175,CSSSAHIROSA,000113,7,2017,1,3,20203.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12815.98,0.00,0.00,0.00,0.00,19402.36,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
176,CSSSA019645,000144,7,2017,1,3,178140.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,113004.46,0.00,0.00,0.00,0.00,171079.70,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
177,CSSSA004945,000112,7,2017,1,3,183664.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,116508.87,0.00,0.00,0.00,0.00,176385.10,22379.25,0.00,22379.25,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
178,CSSSAHGREFO,000146,7,2017,1,3,183664.90,13671.70,0.00,13671.70,0.00,0.00,0.00,0.00,0.00,0.00,116508.87,6038.31,0.00,6038.31,0.00,176385.10,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
179,CSSSA019242,000142,7,2017,1,3,35855.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22745.21,0.00,0.00,0.00,0.00,34434.42,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
180,CSSSA017521,000132,7,2017,1,3,35855.61,0.00,-13391.28,13391.28,0.00,0.00,0.00,0.00,0.00,0.00,22745.21,2589.15,0.00,2589.15,0.00,34434.42,4090.10,0.00,4090.10,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
181,CSSSA004595,000111,7,2017,1,3,275497.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,174763.30,0.00,0.00,0.00,0.00,264577.64,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
182,CSSSA008264,000119,7,2017,1,3,184900.85,32731.12,0.00,32731.12,0.00,0.00,0.00,0.00,0.00,0.00,117292.90,2036.64,0.00,2036.64,0.00,177572.05,29061.36,-0.01,29061.37,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
183,CSSSA006934,000116,7,2017,1,3,64282.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40778.10,0.00,0.00,0.00,0.00,61734.78,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
184,CSSSA017731,000134,7,2017,1,3,64282.72,12854.58,2543.34,10311.24,0.00,0.00,0.00,0.00,0.00,0.00,40778.10,8153.89,2647.36,5506.53,0.00,61734.78,12345.01,3379.25,8965.76,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
185,CSSSA017341,000122,7,2017,1,3,833825.73,616512.27,0.00,616512.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1586258.62,362520.56,0.00,362520.56,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
